LonE,Lat,Diam_km
159.67298768100,30.89215978680,1456.67772526000
-133.51903535300,33.37218373050,785.34744182400
-80.88605158430,72.12407160860,785.24591127700
87.67245115400,-33.09808795110,696.69961909700
-162.11968568900,-52.55004690550,692.48005763000
-123.92527488400,-20.75273044000,632.54067983200
-164.58841807000,-17.13998834610,500.63676675900
93.42380637280,0.61605310813,428.36275789300
-101.36479651200,-39.00584453900,420.25614764100
-93.22533595910,-44.53240971370,411.42281315000
-26.87785846150,50.83194402320,406.26553415000
-56.11763521940,-2.63324749466,392.63459349800
-158.59765338300,27.88673505640,388.97595095200
-85.05760021420,50.72368098360,379.85697749500
-152.32104329000,48.90183596690,357.20622662500
-23.00931849360,-17.00979444590,340.30126793900
-107.90609925800,57.05156118190,325.55745018200
-76.07537107850,-20.32751184960,320.39813899800
-54.28014441230,81.47079640690,319.00241132200
-44.58322786630,-2.54130990666,311.36557165500
-113.78863868700,28.90673186350,307.87221622600
-98.77881421930,-25.03058902010,307.59997054400
-96.81926080400,-17.30182607950,303.40872227600
57.35130778260,27.78357374270,295.83737229300
101.83868009800,70.25235958450,295.34047338500
-36.52332313070,-1.38636277118,294.00389977700
83.24503408350,-5.80456930003,287.85788764400
-141.16509543100,-11.67124831500,271.98680109700
-16.84055198390,9.85351354468,270.88657643200
87.63825725650,16.12704572500,270.15375131200
-159.31469361300,42.98914708650,269.77706570100
79.58990064420,19.46129868470,268.47092544900
-101.49379886000,16.60580999780,264.71509553800
119.18835226900,27.04026464100,262.76864497500
167.41230359600,64.94749309960,252.65368326700
-71.39954438610,-27.22672642420,251.59144013900
94.21993215430,62.23241397220,247.56612305500
-14.24295747160,-15.65416384720,245.29031361900
-109.70443269700,-44.86465852850,243.55629735200
-164.12647652600,26.36152146940,236.40788791500
169.64305003400,7.67655820685,235.95833044100
-20.98749872320,-65.78869049100,233.10427037400
-86.42776297350,-41.26426820150,232.75230813100
129.03563881700,3.84026466885,232.53045144300
113.06484860700,1.22247537685,231.68168357500
-121.02121479100,-4.76334268603,227.10021989900
110.40397341900,37.62418525610,224.86484795100
-124.81345012400,-37.06887186900,223.83299843700
120.71197850500,-43.22479250790,222.47362417300
-18.78792444190,21.67401452940,221.95918721500
-51.93875472400,-18.35317620720,214.36539646100
-85.79171005220,13.57031294030,212.85828935800
102.69002262000,58.87484455850,210.54564994700
