8.9
8.1
10.1
6.7
9
8.6
7.8
2.9
4.1
4.3
3.5
8.1
9.7
3.9
6.3
4.2
5.1
3.6
6.9
4.5
10.3
4
3.5
3.3
3
4.2
7.3
8.3
5.7
9.3
7.1
4.3
8.1
8.5
8.2
9.6
5
